Catchment ID,River,Receiving Sea,Continent,Catchment Area [km²], MMPW Generation per capita [kg d-1],Population,MMPW generated in the catchment [tons y-1],Microplastic load Model 1 [tons y-1] ,Microplastic load Model 2 [tons y-1] ,Macroplastic load  [tons y-1] 
1092,Olfusa,Atlantic,Europe,5594,0.006,1505,3,0,0,0
980,Kalixälven,Gulf of Bothnia,Europe,16921,0.001,8863,3,0,0,0
165,Black,Pacific,Oceania,635,0.002,3764,3,0,0,0
248,Waiau,Pacific,Oceania,3392,0.007,1258,3,0,0,0
243,Clarence,Pacific,Oceania,3280,0.007,1255,3,0,0,0
196,Warren,Indian,Oceania,4365,0.002,3632,3,0,0,0
249,Hurunui,Pacific,Oceania,2690,0.007,1154,3,0,0,0
1452,Santa Cruz,Atlantic,South America,27052,0.011,689,3,0,0,0
173,Plane Creek,Pacific,Oceania,424,0.002,3200,3,0,0,0
1185,Manicouagan,G. St. Lawrence,North America,45800,0.002,3782,3,0,0,0
245,Taramakau,Tasman Sea,Oceania,1044,0.007,1025,2,0,0,0
263,Waitaki,Pacific,Oceania,11953,0.007,1001,2,0,0,0
182,Kolan,Pacific,Oceania,2536,0.002,2805,2,0,0,0
227,Porangahau,Pacific,Oceania,837,0.007,937,2,0,0,0
264,Kakanui,Pacific,Oceania,898,0.007,921,2,0,0,0
1047,Shin,North Sea,Europe,1234,0.004,1409,2,0,0,0
207,Motu,Pacific,Oceania,1417,0.007,890,2,0,0,0
214,Mokau,Tasman Sea,Oceania,1453,0.007,880,2,0,0,0
1217,Sixes,Pacific,North America,351,0.007,706,2,0,0,0
1079,Hvita,Atlantic,Europe,3632,0.006,833,2,0,0,0
565,Nushagak,Pacific,North America,34955,0.007,690,2,0,0,0
1138,Taku,Gulf of Alaska,North America,17514,0.007,690,2,0,0,0
1166,Rupert,James Bay,North America,42143,0.002,2340,2,0,0,0
1141,Speel,Pacific,North America,677,0.007,637,2,0,0,0
1179,Moisie,G. St. Lawrence,North America,19164,0.002,2307,2,0,0,0
266,Waiau,Foveaux Strait,Oceania,8220,0.007,642,2,0,0,0
1151,Winisk,Hudson Bay,North America,65911,0.002,2206,1,0,0,0
123,East Alligator,Arafura Sea,Oceania,7644,0.002,1824,1,0,0,0
175,Styx,Pacific,Oceania,1064,0.002,1773,1,0,0,0
602,Thelon,Hudson Bay,North America,203251,0.002,2126,1,0,0,0
987,Ore,Gulf of Bothnia,Europe,2570,0.001,3979,1,0,0,0
213,Uawa,Pacific,Oceania,550,0.007,550,1,0,0,0
169,DeGrey,Indian,Oceania,53312,0.002,1588,1,0,0,0
278,Zheltaya,Sea of Japan,Asia,7689,0.02,167,1,0,0,0
1187,Aux Outardes,G. St. Lawrence,North America,19001,0.002,1850,1,0,0,0
237,Pahaoa,Pacific,Oceania,645,0.007,494,1,0,0,0
578,Meade,Beaufort Sea,North America,12236,0.007,434,1,0,0,0
1081,Blanda,Arctic,Europe,2553,0.006,509,1,0,0,0
259,Ashburton NZ,Pacific,Oceania,420,0.007,420,1,0,0,0
1178,Romaine,G. St. Lawrence,North America,14380,0.002,1498,1,0,0,0
1152,Nass,Pacific,North America,19924,0.002,1334,1,0,0,0
1090,Thjorsa,Atlantic,Europe,8105,0.006,431,1,0,0,0
1161,Attawapiskat,James Bay,North America,50137,0.002,1311,1,0,0,0
1143,Koksoak,Ungava Bay,North America,136172,0.002,1200,1,0,0,0
1192,Portneuf,G. St. Lawrence,North America,1952,0.002,1060,1,0,0,0
172,Fortescue,Indian,Oceania,47808,0.002,879,1,0,0,0
177,Water Park Creek,Pacific,Oceania,438,0.002,876,1,0,0,0
176,Shoalwater Creek,Pacific,Oceania,434,0.002,867,1,0,0,0
1134,Chilkat,Pacific,North America,3973,0.007,255,1,0,0,0
1181,St. Marguerite,G. St. Lawrence,North America,6154,0.002,811,1,0,0,0
144,Mitchell,Gulf of Carpentaria,Oceania,63444,0.002,652,1,0,0,0
1010,Tana,Barents Sea,Europe,16713,0.006,257,1,0,0,0
170,Yale,Indian,Oceania,8614,0.002,637,1,0,0,0
289,Omono,Sea of Japan,Asia,0,0.003,350,0,0,0,0
1194,Cascapedia,G. St. Lawrence,North America,3135,0.002,646,0,0,0,0
218,Esk,Pacific,Oceania,166,0.007,166,0,0,0,0
1135,Seal,Hudson Bay,North America,50512,0.002,537,0,0,0,0
1150,Grand Baleine,James Bay,North America,41360,0.002,502,0,0,0,0
129,Finniss,Timor Sea,Oceania,2382,0.002,395,0,0,0,0
593,Coppermine,Arctic,North America,27786,0.002,466,0,0,0,0
235,Karamea,Tasman Sea,Oceania,1227,0.007,125,0,0,0,0
1198,Hoh,Pacific,North America,780,0.007,118,0,0,0,0
558,Alsek,Gulf of Alaska,North America,27635,0.002,423,0,0,0,0
241,Awatere,Pacific,Oceania,1601,0.007,116,0,0,0,0
1168,Broadback,James Bay,North America,21175,0.002,415,0,0,0,0
1147,Stikine,Gulf of Alaska,North America,50918,0.002,413,0,0,0,0
1325,Approuague,Atlantic,South America,9117,0.039,19,0,0,0,0
1165,Pontax,James Bay,North America,8101,0.002,388,0,0,0,0
1156,Grande Riviere,James Bay,North America,96980,0.002,343,0,0,0,0
230,Whareama,Pacific,Oceania,584,0.007,94,0,0,0,0
1140,Innuksuac,Hudson Bay,North America,10552,0.002,314,0,0,0,0
1190,Betsiamites,G. St. Lawrence,North America,19038,0.002,311,0,0,0,0
1164,Eastmain,James Bay,North America,46272,0.002,310,0,0,0,0
127,South Alligator,Arafura Sea,Oceania,11186,0.002,241,0,0,0,0
1158,Naskaupi,Labrador Sea,North America,14721,0.002,288,0,0,0,0
139,Normanby,Pacific,Oceania,13326,0.002,221,0,0,0,0
1162,Lewis,Atlantic,North America,465,0.002,185,0,0,0,0
1167,St. Paul,G. St. Lawrence,North America,7158,0.002,151,0,0,0,0
1083,Fnjoska,Arctic,Europe,1226,0.006,38,0,0,0,0
1177,St. Jean,G. St. Lawrence,North America,5570,0.002,95,0,0,0,0
1182,Natashquan,G. St. Lawrence,North America,16137,0.002,81,0,0,0,0
256,Haast,Tasman Sea,Oceania,1346,0.007,19,0,0,0,0
1087,Jokulsa a Dal,Arctic,Europe,3569,0.006,15,0,0,0,0
179,Calliope,Pacific,Oceania,826,0.002,33,0,0,0,0
592,Hornadby,Beaufort Sea,North America,14865,0.002,12,0,0,0,0
1091,Holsa,Atlantic,Europe,683,0.006,3,0,0,0,0
121,Johnson,Arafura Sea,Oceania,513,0,0,0,0,0,0
122,Liverpool,Arafura Sea,Oceania,7443,0,0,0,0,0,0
125,Mary,Arafura Sea,Oceania,7386,0,0,0,0,0,0
126,Wildman,Timor Sea,Oceania,2484,0,0,0,0,0,0
128,Pascoe,Pacific,Oceania,2016,0,0,0,0,0,0
130,Lockhart,Pacific,Oceania,762,0,0,0,0,0,0
132,Archer,Gulf of Carpentaria,Oceania,11940,0,0,0,0,0,0
133,Drysdale,Timor Sea,Oceania,15667,0,0,0,0,0,0
134,Moyle,Timor Sea,Oceania,3385,0,0,0,0,0,0
135,Stewart,Pacific,Oceania,834,0,0,0,0,0,0
136,Holroyd,Gulf of Carpentaria,Oceania,10053,0,0,0,0,0,0
137,King Edward,Timor Sea,Oceania,8450,0,0,0,0,0,0
138,Jeannie,Pacific,Oceania,1421,0,0,0,0,0,0
140,Roper,Gulf of Carpentaria,Oceania,77197,0,0,0,0,0,0
141,Fitzmaurice,Timor Sea,Oceania,6638,0,0,0,0,0,0
142,Coleman,Gulf of Carpentaria,Oceania,5173,0,0,0,0,0,0
143,Cox,Gulf of Carpentaria,Oceania,15283,0,0,0,0,0,0
145,Keep,Timor Sea,Oceania,4979,0,0,0,0,0,0
146,Victoria,Timor Sea,Oceania,99083,0,0,0,0,0,0
147,Endeavour,Pacific,Oceania,955,0,0,0,0,0,0
148,Ord,Timor Sea,Oceania,52488,0,0,0,0,0,0
149,Pentecost,Timor Sea,Oceania,14189,0,0,0,0,0,0
150,McArthur,Gulf of Carpentaria,Oceania,17912,0,0,0,0,0,0
152,Staaten,Gulf of Carpentaria,Oceania,25447,0,0,0,0,0,0
153,Isdell,Indian,Oceania,5507,0,0,0,0,0,0
154,Gilbert,Gulf of Carpentaria,Oceania,40421,0,0,0,0,0,0
155,Meda,Indian,Oceania,10036,0,0,0,0,0,0
156,Norman,Gulf of Carpentaria,Oceania,49253,0,0,0,0,0,0
157,Flinders,Gulf of Carpentaria,Oceania,107478,0,0,0,0,0,0
158,West Fitzroy,Indian,Oceania,95393,0,0,0,0,0,0
159,Albert,Gulf of Carpentaria,Oceania,4443,0,0,0,0,0,0
160,Leichardt,Gulf of Carpentaria,Oceania,32561,0,0,0,0,0,0
174,Ashburton,Indian,Oceania,76922,0,0,0,0,0,0
184,Gascoyne,Indian,Oceania,73515,0,0,0,0,0,0
186,Wooramel,Indian,Oceania,10476,0,0,0,0,0,0
188,Murchison,Indian,Oceania,65537,0,0,0,0,0,0
240,Mokihinui,Tasman Sea,Oceania,736,0,0,0,0,0,0
250,Waitaha,Tasman Sea,Oceania,326,0,0,0,0,0,0
251,Whataroa,Tasman Sea,Oceania,598,0,0,0,0,0,0
254,Waiho,Tasman Sea,Oceania,294,0,0,0,0,0,0
258,Arawata,Tasman Sea,Oceania,916,0,0,0,0,0,0
271,Tigil,Sea of Okhotsk,Asia,17693,0,0,0,0,0,0
272,Kamchatka,Bering Sea,Asia,53422,0,0,0,0,0,0
273,Uda,Sea of Okhotsk,Asia,61240,0,0,0,0,0,0
274,Tugur,Pacific,Asia,12099,0,0,0,0,0,0
559,Copper,Gulf of Alaska,North America,65394,0,0,0,0,0,0
564,Kvichak,Pacific,North America,20850,0,0,0,0,0,0
568,Koyuk,Bering Sea,North America,4812,0,0,0,0,0,0
569,Kuzitrin,Bering Sea,North America,10657,0,0,0,0,0,0
570,Selawik,Chukchi Sea,North America,14654,0,0,0,0,0,0
571,Kobuk,Chukchi Sea,North America,30094,0,0,0,0,0,0
572,Noatak,Chukchi Sea,North America,32668,0,0,0,0,0,0
573,Kukpuk,Arctic,North America,5772,0,0,0,0,0,0
574,Kukpowruk,Chukchi Sea,North America,4826,0,0,0,0,0,0
575,Kokulik,Chukchi Sea,North America,5786,0,0,0,0,0,0
576,Utukok,Chukchi Sea,North America,7528,0,0,0,0,0,0
577,Kelik,Arctic,North America,7037,0,0,0,0,0,0
579,Ikpikpuk,Beaufort Sea,North America,16487,0,0,0,0,0,0
580,Fish Creek,Arctic,North America,4453,0,0,0,0,0,0
581,Colville,Arctic,North America,59815,0,0,0,0,0,0
582,Kuparuk,Beaufort Sea,North America,9200,0,0,0,0,0,0
583,Sagavanirktok,Beaufort Sea,North America,12507,0,0,0,0,0,0
584,Kavik,Arctic,North America,6052,0,0,0,0,0,0
585,Canning,Beaufort Sea,North America,5206,0,0,0,0,0,0
586,Kongakut,Beaufort Sea,North America,3886,0,0,0,0,0,0
587,Firth,Arctic,North America,6075,0,0,0,0,0,0
588,Babbage,Beaufort Sea,North America,4314,0,0,0,0,0,0
590,Anderson,Beaufort Sea,North America,62009,0,0,0,0,0,0
591,Horton,Beaufort Sea,North America,23169,0,0,0,0,0,0
594,Tree,Arctic,North America,5571,0,0,0,0,0,0
595,Hood,Arctic,North America,13238,0,0,0,0,0,0
596,Burnside,Arctic,North America,22457,0,0,0,0,0,0
597,Ellice,Arctic,North America,16994,0,0,0,0,0,0
598,Back,Arctic,North America,108956,0,0,0,0,0,0
599,Kellet,Beaufort Sea,North America,9113,0,0,0,0,0,0
600,Lorillard,Hudson Bay,North America,11004,0,0,0,0,0,0
601,Quoich,Hudson Bay,North America,27602,0,0,0,0,0,0
603,Tha-anne,Hudson Bay,North America,4177,0,0,0,0,0,0
604,Thlewtazu,Hudson Bay,North America,49889,0,0,0,0,0,0
605,Amguema,Arctic,Asia,12846,0,0,0,0,0,0
606,Ioniveyem,Arctic,Asia,8410,0,0,0,0,0,0
629,Wadi Tamit,Mediterranean,Africa,0,0,0,0,0,0,0
737,Hoarusib,Atlantic,Africa,15076,0,0,0,0,0,0
744,Uniab,Atlantic,Africa,4163,0,0,0,0,0,0
747,Huab,Atlantic,Africa,16682,0,0,0,0,0,0
769,Holgat,Atlantic,Africa,1645,0,0,0,0,0,0
1014,Ponoy,White Sea,Asia,14223,0,0,0,0,0,0
1020,Kuloy,White Sea,Asia,12827,0,0,0,0,0,0
1023,Chernaya,Kara Sea,Asia,442,0,0,0,0,0,0
1080,Vatnsdalsa,Arctic,Europe,1110,0,0,0,0,0,0
1082,Austari-Vestari,Arctic,Europe,3294,0,0,0,0,0,0
1084,Skjalfandafljot,Arctic,Europe,3089,0,0,0,0,0,0
1085,Laxa,Arctic,Europe,2905,0,0,0,0,0,0
1086,Jokulsa a Fjollum,Arctic,Europe,7476,0,0,0,0,0,0
1089,Skafta,Atlantic,Europe,1736,0,0,0,0,0,0
1133,Kogaluc,Hudson Bay,North America,12273,0,0,0,0,0,0
1136,Aux Feuilles,Ungava Bay,North America,42075,0,0,0,0,0,0
1139,George,Ungava Bay,North America,40940,0,0,0,0,0,0
1142,Baleine,Ungava Bay,North America,31732,0,0,0,0,0,0
1146,Nastapoca,Hudson Bay,North America,14438,0,0,0,0,0,0
1148,Petit Baleine,Hudson Bay,North America,15739,0,0,0,0,0,0
1153,Kanairiktonk,Labrador Sea,North America,10027,0,0,0,0,0,0
1154,Roggan,James Bay,North America,9582,0,0,0,0,0,0
1157,Eagle,Labrador Sea,North America,11348,0,0,0,0,0,0
1160,Ekwan,James Bay,North America,18671,0,0,0,0,0,0
1170,St. Augustin,G. St. Lawrence,North America,6412,0,0,0,0,0,0
1173,Kliniklini,Pacific,North America,5862,0,0,0,0,0,0
1174,Homathko,Pacific,North America,5768,0,0,0,0,0,0
1175,Petit Mecatina,G. St. Lawrence,North America,19412,0,0,0,0,0,0
1176,Magpie,G. St. Lawrence,North America,7624,0,0,0,0,0,0
1180,Aguanus,G. St. Lawrence,North America,5857,0,0,0,0,0,0
1450,Pascua,Pacific,South America,14063,0,0,0,0,0,0
1451,Chico,Atlantic,South America,18176,0,0,0,0,0,0
1463,Lenivaya,Kara Sea,Asia,9223,0,0,0,0,0,0
1464,Taymyra,Kara Sea,Asia,118992,0,0,0,0,0,0
1465,Khatanga,Laptev Sea,Asia,300972,0,0,0,0,0,0
1466,Anabar,Laptev Sea,Asia,90456,0,0,0,0,0,0
1467,Uele,Laptev Sea,Asia,19526,0,0,0,0,0,0
1468,Olenyok,Laptev Sea,Asia,219223,0,0,0,0,0,0
1470,Omoloy,Laptev Sea,Asia,39149,0,0,0,0,0,0
1471,Yana,Laptev Sea,Asia,234915,0,0,0,0,0,0
1472,Nychcha,Laptev Sea,Asia,20627,0,0,0,0,0,0
1473,Khroma,Laptev Sea,Asia,41461,0,0,0,0,0,0
1474,Indigirka,Siberian Sea,Asia,341388,0,0,0,0,0,0
1475,Alazeya,Siberian Sea,Asia,60668,0,0,0,0,0,0
1476,Chuk-ochy,Arctic,Asia,20929,0,0,0,0,0,0
1477,Kolyma,Siberian Sea,Asia,655334,0,0,0,0,0,0
1478,Rauchua,Arctic,Asia,14081,0,0,0,0,0,0
1479,Polyavaam,Arctic,Asia,11938,0,0,0,0,0,0
1480,Pegtymel,Arctic,Asia,20970,0,0,0,0,0,0
1481,Anadyr,Bering Sea,Asia,171999,0,0,0,0,0,0
1482,Velikaya,Bering Sea,Asia,31411,0,0,0,0,0,0
1483,Takhoyams,Bering Sea,Asia,10373,0,0,0,0,0,0
1484,Apuko,Bering Sea,Asia,13956,0,0,0,0,0,0
1485,Pakhacha,Bering Sea,Asia,10967,0,0,0,0,0,0
1486,Kamchatka,Bering Sea,Asia,53283,0,0,0,0,0,0
1487,Tigil,Sea of Okhotsk,Asia,17678,0,0,0,0,0,0
1488,Penzhina,Sea of Okhotsk,Asia,60471,0,0,0,0,0,0
1489,Gizhiga,Sea of Okhotsk,Asia,12214,0,0,0,0,0,0
1490,Tauyo,Sea of Okhotsk,Asia,26229,0,0,0,0,0,0
1491,Imya,Sea of Okhotsk,Asia,19439,0,0,0,0,0,0
1492,Ulbeya,Sea of Okhotsk,Asia,13547,0,0,0,0,0,0
1493,Okhota,Sea of Okhotsk,Asia,20785,0,0,0,0,0,0
1494,Ketanda,Sea of Okhotsk,Asia,10855,0,0,0,0,0,0
